Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
"PORT DE MARSEILLE, LE FORT SAINT-JEAN",322000,200000,300000,Stamped,1906,Oil / Canvas,130,Sotheby's New York,"05/06/2015
                ",sold,32.08,20.65
TÊTE DE FEMME,0,80000,120000,Signed,1880,Pastel / Paper,131,Sotheby's New York,"05/06/2015
                ",sold,18.11,25.73
ESQUISSE DU VERGER AVEC MAISON,200000,70000,90000,Stamped,1904,Oil / Canvas,132,Sotheby's New York,"05/06/2015
                ",sold,32.08,26.67
TÊTE DE FEMME,93750,40000,60000,Stamped,1910,Oil / Canvas,133,Sotheby's New York,"05/06/2015
                ",sold,15.24,12.4
FEMME EN CHAPEAU,162500,80000,120000,Stamped,1906,Oil / Canvas,133A,Sotheby's New York,"05/06/2015
                ",sold,17.15,17.15
FEMME EN CHAPEAU DE PAILLE ,0,400000,600000,Signed and Dated,1917,Oil / Canvas,134,Sotheby's New York,"05/06/2015
                ",sold,23.5,30.18
FRAISES ET ANANAS,730000,700000,1000000,Signed,190,Oil / Canvas,135,Sotheby's New York,"05/06/2015
                ",sold,55.58,46.36
L'ENFANT À LA POMME ,706000,350000,550000,Signed,1876,Oil / Canvas,210,Sotheby's New York,"05/06/2015
                ",sold,31.75,40.64
PONT AVEN,1030000,700000,1000000,Signed Lower Left,1892,Oil / Canvas,331,Sotheby's New York,"05/06/2015
                ",sold,55.25,46.05
ÉTUDE: GABRIELLE EN TUNIQUE ROUGE,0,300000,400000,Stamped,1912,Oil / Canvas,332,Sotheby's New York,"05/06/2015
                ",sold,18.11,38.74
"LA DANSE, ÉTUDE POUR LE MOULIN DE LA GALETTE",0,500000,700000,Signed Lower Right,1876,Oil / Canvas,334,Sotheby's New York,"05/06/2015
                ",sold,27.31,45.42
ANÉMONES DANS UN VASE,670000,500000,700000,Signed Lower Left,1915,Oil / Canvas,29,Sotheby's New York,"05/05/2015
                ",sold,31.12,35.26
LA BOHÉMIENNE,0,2500000,3500000,Signed Lower Right,1902-1903,Oil / Canvas,48,Sotheby's New York,"05/05/2015
                ",sold,65.1,81.61
FEMME NUE COUCHÉE SOUTENANT DES FRUITS,0,6000000,8000000,Signed Lower Right,1888,Oil / Canvas,50,Sotheby's New York,"05/05/2015
                ",sold,151.13,58.75
LA ROSE DANS LES CHEVEUX,0,2000000,3000000,Signed,1910,Oil / Canvas,68,Sotheby's New York,"05/05/2015
                ",sold,46.69,56.21
BUST OF A WOMAN,36000,25000,50000,Signed Lower Right,nogiven,Pastel / Paper,42017,DuMouchelles Auction House,"04/17/2015-04/19/2015
                ",sold,22.86,35.56
"Esquisse, port et ville, vus d'une fenêtre",106060,106060,159100,Signed Lower Left,1893,Oil / Canvas,9,Muizon-Rieunier (form. Rieunier & Associes),"04/15/2015
                ",sold,29.0,23.0
Viellard Aux Cheveux Gris,10200,15000,25000,Unsigned,nogiven,Oil / Canvas,182,"Nadeau's Auction Gallery, Inc.","04/11/2015
                ",sold,6.99,6.35
Endormie Femme Au Buste Nu,9000,15000,25000,Signed Lower Right,nogiven,Oil / Board,183,"Nadeau's Auction Gallery, Inc.","04/11/2015
                ",sold,10.8,10.8
FEMME NUE EN BUSTE ,0,53030,79550,Signed Lower Left,nogiven,Oil / Canvas,24,Cornette De Saint Cyr,"03/30/2015
                ",sold,14.0,13.0
Bouquet de ?eurs,571200,408000,510000,Stamped,1918,Oil / Canvas,176,Shinwa Art Auction,"03/28/2015
                ",sold,42.5,46.5
Sucrier,39770,13260,19890,Signed Monogram,nogiven,Oil / Canvas,73,Kâ-Mondo (Kapandji Morhange),"03/27/2015
                ",sold,14.5,12.0
Paysage,431550,397740,662900,Signed Lower Right,1915,Oil / Canvas,11,Christie's Paris,"03/24/2015
                ",sold,45.6,34.0
Etude de jeune femme ,97450,79550,106060,Signed Initials,1915,Oil / Canvas,13,Christie's Paris,"03/24/2015
                ",sold,10.1,19.3
Roses,145180,159100,212130,Stamped,1919,Oil / Canvas,14,Christie's Paris,"03/24/2015
                ",sold,21.5,26.2
Paysage de Bretagne,208810,159100,238640,Stamped,1902,Oil / Canvas,19,Christie's Paris,"03/24/2015
                ",sold,32.4,30.0
Nu endormi au bras levé.,0,100000,150000,Signed Initials,1885,Pastel / Paper,61,Swann Galleries,"03/05/2015
                ",sold,50.17,42.88
"Nu couché, vu de dos, sur fond ocre",783810,588050,851130,Signed Lower Right,1885,Oil / Canvas,411,"Christie's London, King Street","02/05/2015
                ",sold,42.0,29.5
Les Martigues,0,619000,928500,Signed Lower Right,1888,Oil / Canvas,412,"Christie's London, King Street","02/05/2015
                ",sold,65.0,54.0
Sucrier et bol,133860,108330,154750,Signed Lower Right,nogiven,Oil / Canvas,417,"Christie's London, King Street","02/05/2015
                ",sold,26.8,17.0
La maison de Renoir à Cagnes-sur-Mer,189570,154750,232130,Signed Lower Left,nogiven,Oil / Canvas,505,"Christie's London, King Street","02/05/2015
                ",sold,27.4,22.0
Les bords de la Méditerranée,0,309500,464250,Signed Lower Left,1887,Oil / Canvas,514,"Christie's London, King Street","02/05/2015
                ",sold,46.3,25.3
PAYSAGE À CAGNES,0,386880,541630,Signed Lower Right,1898,Oil / Canvas,116,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,38.0,30.2
TÊTE DE JEUNE FILLE DANS UN PAYSAGE,42560,38690,54160,Unavailable,1884-85,Watercolor / Paper,117,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,10.9,10.1
PAYSAGE ,0,77380,108330,Signed Lower Right,1905,Oil / Canvas,118,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,29.5,26.4
LA GUITARISTE,0,278550,386880,Signed Lower Right,1896,Oil / Canvas,126,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,32.0,35.5
JEUNE FILLE LISANT,1827600,386880,541630,Signed Lower Right,1895,Oil / Canvas,134,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,20.4,30.0
ÉTUDE DE BAIGNEUSES,936240,773750,1083250,Stamped,1915,Oil / Canvas,340,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,55.4,46.1
"ROSES DANS UN VASE, FRAGMENT",135410,108330,154750,Signed Lower Right,nogiven,Oil / Canvas,348,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,18.0,21.2
FEMME NUE DANS UN INTÉRIEUR,0,464250,773750,Signed,1905,Oil / Canvas,349,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,25.2,40.0
"TÊTE ET ARBRES, FRAGMENT",0,38690,54160,Unavailable,1905,Oil / Canvas,437,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,8.9,13.9
ÉTUDES DE TÊTES ET DRAPÉS,249150,61900,92850,Signed,1910,Oil / Canvas,438,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,29.3,36.1
ROSES,135410,108330,139280,Signed Initials,1890,Oil / Canvas,440,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,23.2,17.8
LA MAISON DE LA POSTE À CAGNES,0,108330,154750,Stamped,1905,Oil / Canvas,458,"Sotheby's London, New Bond Street","02/04/2015
                ",sold,32.0,20.8
Trois baigneuses,0,154750,232130,Signed Initials,1895,Oil / Canvas,3,Bonhams Bond Street,"02/03/2015
                ",sold,16.5,22.9
ÉTUDE DE FEMME,936240,928500,1392750,Signed,nogiven,Pastel / Paper,3,"Sotheby's London, New Bond Street","02/03/2015
                ",sold,47.0,62.5
Paysage du midi,0,278550,340450,Signed Lower Left,1910,Oil / Canvas,8,Bonhams Bond Street,"02/03/2015
                ",sold,29.8,18.0
TÊTE DE JEUNE FILLE,3523660,1702250,2321250,Signed,1890,Oil / Canvas,9,"Sotheby's London, New Bond Street","02/03/2015
                ",sold,33.0,41.5
Rose,56100,30950,46430,Stamped,1900,Oil / Canvas,26,Bonhams Bond Street,"02/03/2015
                ",sold,12.3,12.9
"Paysage de Cagnes, vue des Collettes",87050,46430,77380,Stamped,1911,Oil / Canvas,27,Bonhams Bond Street,"02/03/2015
                ",sold,13.8,7.5
La baigneuse assise,0,1238000,1857000,Signed Lower Left,1883,Pastel / Paper,28,Bonhams Bond Street,"02/03/2015
                ",sold,47.7,61.0
JEUNE FEMME ,1586190,1857000,2476000,Signed,1877,Oil / Canvas,28,"Sotheby's London, New Bond Street","02/03/2015
                ",sold,24.5,32.0
"CAPO DI MONTE, SORRENTE ",1307640,928500,1238000,Signed and Dated,1881,Oil / Canvas,32,"Sotheby's London, New Bond Street","02/03/2015
                ",sold,65.0,54.0
Détail de l'encadrement pour le portrait de Madame Galéa,133860,108330,154750,Stamped,1915,Oil / Canvas,39,Bonhams Bond Street,"02/03/2015
                ",sold,28.3,22.0
Coco ,0,154750,232130,Unavailable,1906-07,Oil / Canvas,41,Bonhams Bond Street,"02/03/2015
                ",sold,23.5,15.9
Tete de Femme de Profil,153000,102000,153000,Signed,nogiven,Oil / Canvas,74,Shinwa Art Auction,"01/31/2015
                ",sold,13.5,15.5
Buste de jeune femme au chignon,not communicated,39770,53030,Unavailable,nogiven,Oil / Canvas,113,Francis Dupuy et Honfleur Encheres,"01/01/2015
                ",sold,9.8,13.5
"NU S'ESSUYANT, CIRCA 1900",159100,33150,39770,Signed Monogram,nogiven,Pastel / Paper,25,Cornette De Saint Cyr,"12/14/2014
                ",sold,44.0,55.0
"""Jeune femme au chapeau et visage d'enfant"".",304930,132580,198870,Signed Lower Right,nogiven,Oil / Canvas,35,Mirabaud & Mercier (form. Audap & Mirabaud,"12/08/2014
                ",sold,18.5,23.0
Jeune Paysanne. Ca. 1885,102690,85580,128360,Signed Lower Right,1885,Oil / Canvas,3213,"Galerie Koller, AG, Zurich","12/05/2014
                ",sold,17.0,33.0
"Le Grand Canal, Venise , 1881",2912260,3209100,4278800,Signed Lower Left,nogiven,Oil / Canvas,3216,"Galerie Koller, AG, Zurich","12/05/2014
                ",sold,64.8,54.0
"Jeune fille aux longs cheveux, c. 1896",0,400000,600000,Signed,1896,Oil / Canvas,40,Fine Art Auctions Miami-FAAM,"12/04/2014
                ",sold,17.78,21.84
Paysage et tête de femme ,67700,30950,46430,Stamped,191,Oil / Canvas,78,"Christie's London, King Street","12/04/2014
                ",sold,16.9,22.1
JEUNE FEMME ASSISE - 1898,0,198870,265160,Signed Monogram,1898,Oil / Canvas,197,Artcurial,"12/02/2014
                ",sold,58.5,71.0
ARBRES  - 1909,281870,265160,397740,Signed Lower Left,1909,Oil / Canvas,147,Artcurial,"12/01/2014
                ",sold,39.0,19.5
TETE D'ENFANT - Circa 1890,0,106060,132580,Signed Lower Left,1890,Oil / Canvas,148,Artcurial,"12/01/2014
                ",sold,9.3,14.2
Femme au corsage rouge ,106060,106060,145840,Unsigned,nogiven,Oil / Canvas,201,Kunsthaus Lempertz,"11/28/2014
                ",sold,28.2,30.5
"Nu assis, vu de dos",53490,0,85580,Signed,nogiven,Oil / Canvas,27,Galerie Fischer Auktionen AG,"11/26/2014-11/28/2014
                ",sold,22.2,27.3
Paysage de Bretagne,127500,102000,204000,Stamped,1902,Oil / Canvas,104,Shinwa Art Auction,"11/23/2014
                ",sold,31.2,29.1
Vase de fleurs et femme,197000,150000,200000,Signed,1915,Oil / Canvas,304,"Christie's New York, Rockefeller Center","11/06/2014
                ",sold,25.1,35.26
La Baigneuse,1325000,700000,1000000,Signed Lower Right,1898-1900,Oil / Canvas,310,"Christie's New York, Rockefeller Center","11/06/2014
                ",sold,32.39,40.97
La Coiffure,0,500000,700000,Signed,1896,Oil / Canvas,322,"Christie's New York, Rockefeller Center","11/06/2014
                ",sold,21.92,27.64
Marine à Berneval,689000,600000,900000,Signed and Dated,1879,Oil / Canvas,393,"Christie's New York, Rockefeller Center","11/06/2014
                ",sold,65.41,53.98
"Buste de femme blonde, une rose dans les cheveux",0,700000,900000,Signed,1917,Oil / Canvas,410,"Christie's New York, Rockefeller Center","11/06/2014
                ",sold,38.1,40.64
Paysage avec figures,1925000,1000000,1500000,Signed Lower Right,1890,Oil / Canvas,9,"Christie's New York, Rockefeller Center","11/05/2014
                ",sold,55.25,46.36
La jeune fille au cygne ou La jeune fille au héron,5765000,5000000,7000000,Signed,1886,Oil / Canvas,19,"Christie's New York, Rockefeller Center","11/05/2014
                ",sold,63.5,79.07
"PAYSAGE AUX ENVIRONS DES COLLETTES, PRÈS DE CAGNES",173000,150000,250000,Signed Lower Right,1919,Oil / Canvas,118,Sotheby's New York,"11/05/2014
                ",sold,39.07,23.19
PORTRAIT DE JEAN RENOIR,0,350000,450000,Signed,1903,Oil / Canvas,120,Sotheby's New York,"11/05/2014
                ",sold,33.02,40.64
JEUNE FILLE ASSISE SUR UN SOFA,965000,600000,800000,Signed Monogram,1888,Oil / Canvas,123,Sotheby's New York,"11/05/2014
                ",sold,36.83,31.75
ROSES BLANCHES DANS UN VASE,0,300000,400000,Signed Lower Left,nogiven,Oil / Canvas,169,Sotheby's New York,"11/05/2014
                ",sold,21.92,26.04
NATURE MORTE AU COMPOTIER,0,400000,600000,Signed Lower Right,1890,Oil / Canvas,170,Sotheby's New York,"11/05/2014
                ",sold,36.83,32.72
TÊTE DE JEUNE FILLE SE COIFFANT,1685000,1500000,2000000,Signed Lower Right,1890,Oil / Canvas,171,Sotheby's New York,"11/05/2014
                ",sold,27.31,35.56
POÊLON ET FRUITS,0,100000,150000,Signed Lower Left,1885,Oil / Canvas,262,Sotheby's New York,"11/05/2014
                ",sold,38.1,17.48
TÊTE DE JEUNE FILLE,0,400000,600000,Stamped,1901,Oil / Canvas,385,Sotheby's New York,"11/05/2014
                ",sold,30.18,31.12
LES PRUNES,0,300000,400000,Signed,nogiven,Oil / Canvas,401,Sotheby's New York,"11/05/2014
                ",sold,21.29,14.3
PORTRAIT DE FEMME,0,350000,450000,Signed Lower Right,1911,Oil / Canvas,406,Sotheby's New York,"11/05/2014
                ",sold,39.37,46.69
NATURE MORTE AUX POMMES,1109000,1000000,1500000,Signed,1905,Oil / Canvas,59,Sotheby's New York,"11/04/2014
                ",sold,45.42,31.12
FEMME À LA FENÊTRE AVEC VUE SUR LE VIEUX NICE,0,800000,1200000,Stamped,1918,Oil / Canvas,65,Sotheby's New York,"11/04/2014
                ",sold,41.91,56.21
ESQUISSE DE LA MAISON DE LA POSTE,0,80000,100000,Signed Lower Left,nogiven,Oil / Canvas,51,Stair Galleries,"10/25/2014-10/26/2014
                ",sold,19.05,16.51
Buste de Femme,204000,81600,153000,Signed and Titled,nogiven,Oil / Canvas,171,Shinwa Art Auction,"09/27/2014
                ",sold,8.5,11.0
La Maison De La Poste a Cagnes,87720,30600,51000,Stamped,1905,Oil / Canvas,395,Shinwa Art Auction,"06/28/2014
                ",sold,30.6,19.8
La main de Coco,69640,18570,27860,Stamped,nogiven,Oil / Canvas,157,"Christie's London, South Kensington","06/27/2014
                ",sold,17.8,13.8
Paysage. 1894,128360,85580,128360,Stamped,nogiven,Oil / Canvas,3215,"Galerie Koller, AG, Zurich","06/27/2014
                ",sold,32.0,18.0
"Baigneuse assise, vue de profil . 1913",0,2781220,3743950,Signed Lower Right,1913,Oil / Canvas,3221,"Galerie Koller, AG, Zurich","06/27/2014
                ",sold,51.8,63.0
Raisins et Noix dans une assiette blanche. ca. 1915/16.,198960,106970,149760,Signed Lower Left,nogiven,Oil / Canvas,3228,"Galerie Koller, AG, Zurich","06/27/2014
                ",sold,31.5,16.5
Jocaste,35500,26520,33150,Unsigned,1895,Oil  on canvas mounted on panel,21,Claude Aguttes,"06/25/2014
                ",sold,36.0,16.5
Esquisse de paysag,86210,66290,79550,Signed Lower Right,nogiven,Oil / Canvas,22,Claude Aguttes,"06/25/2014
                ",sold,20.2,11.2
Roses,226710,61900,92850,Stamped,1919,Oil / Canvas,313,"Christie's London, King Street","06/25/2014
                ",sold,22.6,16.7
Paysage du Midi,839520,742800,1083250,Signed Lower Left,1917-19,Oil / Canvas,316,"Christie's London, King Street","06/25/2014
                ",sold,38.5,43.0
Jeune fille dans un pré,598110,386880,541630,Signed Lower Left,nogiven,Oil / Canvas,317,"Christie's London, King Street","06/25/2014
                ",sold,37.3,31.6
La Clairière,468120,185700,278550,Signed Lower Left,1885,Oil / Canvas,318,"Christie's London, King Street","06/25/2014
                ",sold,29.4,31.2
Femme dansant en costume d'italienne or Femme dansant en costume espagnol,0,619000,928500,Signed Lower Left,1881,Oil / Canvas,368,"Christie's London, King Street","06/25/2014
                ",sold,32.4,41.5
Fleurs rouges et blanches dans un vase or Fleurs rouges et orchidées blanches dans un vase,226710,232130,309500,Stamped,1905,Oil / Canvas,370,"Christie's London, King Street","06/25/2014
                ",sold,33.2,42.2
Sucrier,0,232130,386880,Signed Lower Right,nogiven,Oil / Canvas,372,"Christie's London, King Street","06/25/2014
                ",sold,22.5,15.7
La maison de Renoir à Cagnes-sur-Mer,0,154750,232130,Signed Lower Left,nogiven,Oil / Canvas,379,"Christie's London, King Street","06/25/2014
                ",sold,27.4,22.0
Madeleine au corsage blanc et bouquet de fleurs,1489470,1238000,1857000,Stamped,1915-1919,Oil / Canvas,42,"Christie's London, King Street","06/24/2014
                ",sold,50.3,54.9
Jeune femme brodant à la fenêtre,1025220,928500,1392750,Signed Lower Right,1900,Oil / Canvas,45,"Christie's London, King Street","06/24/2014
                ",sold,44.4,53.9
PAYSAGE DU MIDI,115290,46430,61900,Signed Lower Left,1888-90,Watercolor and pencil  with pen & ink / Paper,138,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,30.9,30.4
PAYSAGE À CAGNES,0,38690,54160,Stamped,1895,Oil / Canvasboard,140,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,14.0,6.5
POIRES ET POMMES,783810,619000,928500,Signed Lower Right,1890,Oil / Canvas,143,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,41.3,32.4
PORTRAIT DE PIERRE RENOIR,0,541630,773750,Signed Lower Left,nogiven,Oil / Canvas,147,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,35.6,36.6
VASE DE FLEURS,820950,495200,649950,Signed,nogiven,Oil / Canvas,150,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,34.2,41.5
PAYSAGE,672390,433300,541630,Signed Lower Right,1888-89,Oil / Canvas,384,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,47.3,32.9
FEMME ALLONGÉE,1582320,773750,1083250,Signed Lower Left,1915,Oil / Canvas,392,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,65.2,50.0
"VIEUX PORT À MARSEILLE, PERSONNAGES, BATEAU",0,433300,541630,Unavailable,1890,Oil / Canvas,410,"Sotheby's London, New Bond Street","06/24/2014
                ",sold,40.0,30.2
Les oliviers de Cagnes,690960,386880,541630,Signed Lower Right,1909,Oil / Canvas,8,Bonhams Bond Street,"06/23/2014
                ",sold,54.3,32.7
JEUNE FEMME LISANT,0,2321250,3095000,Signed and Dated,1889,Pastel / Paper,19,"Sotheby's London, New Bond Street","06/23/2014
                ",sold,54.0,65.0
JEUNE FILLE AUX ROSES,1303770,928500,1392750,Signed,1897,Oil / Canvas,39,"Sotheby's London, New Bond Street","06/23/2014
                ",sold,36.5,47.0
"Nu assis, vu de dos",0,117670,192550,Signed,nogiven,Oil / Canvas,31,Galerie Fischer Auktionen AG,"06/18/2014-06/20/2014
                ",sold,22.2,27.3
Nature Morte aux Roses,117000,117000,162000,Signed Lower Right,nogiven,Oil / Canvas,90,Seoul Auction,"06/17/2014
                ",sold,20.5,22.0
Poelon et Fruits,102000,102000,153000,Signed,nogiven,Oil / Canvas,918,Mainichi Auction Inc.,"06/07/2014
                ",sold,38.0,15.0
NATURE MORTE AUX POISSONS - 1916,158570,53030,79550,Signed and Dated,1916,Oil / Canvas,100,Artcurial,"06/05/2014
                ",sold,50.0,29.0
"Paysage, 1880",79550,86180,125950,Signed Lower Right,1880,Oil / Canvas,522,Farsettiarte,"05/31/2014
                ",sold,31.0,19.3
Esquisse de la maison blanche à Cagnes,39770,39770,53030,Signed Monogram,nogiven,Oil / Canvas,8229,"Galerie Bassenge, Berlin","05/31/2014
                ",sold,14.5,17.5
ÉSQUISSE DU VISAGE,62500,40000,60000,Signed Lower Right,nogiven,Oil / Canvas,19,Sotheby's New York,"05/30/2014
                ",sold,21.92,24.77
Lavandière,344710,198870,265160,Signed Lower Left,nogiven,Oil / Canvas,91,Baron Ribeyre & Associes,"05/21/2014
                ",sold,34.0,29.0
"Femme endormie, c. 1890-1894",272500,150000,250000,Signed Initials,nogiven,Oil / Canvas on board,36,Leslie Hindman Auctioneers,"05/16/2014
                ",sold,14.61,17.48
La maison de l'artiste,32500,40000,60000,Signed Initials,nogiven,Oil / Canvas,37,Leslie Hindman Auctioneers,"05/16/2014
                ",sold,17.78,16.84
Baigneuses,90920,85580,0,Signed Monogram,nogiven,Oil / Canvas,420,"Dobiaschofsky Auktionen, Bern","05/14/2014-05/17/2014
                ",sold,20.0,15.0
Clytemnestre - Fragment,0,153000,204000,Stamped,nogiven,Oil / Canvas,874,Mainichi Auction Inc.,"05/10/2014
                ",sold,36.0,46.0
ROSES DANS UN VASE DE SÈVRES,617000,300000,400000,Signed Lower Right,nogiven,Oil / Canvas,143,Sotheby's New York,"05/08/2014
                ",sold,36.83,42.24
PAYSAGE,197000,120000,180000,Stamped,1895,Oil / Canvas,145,Sotheby's New York,"05/08/2014
                ",sold,32.08,19.38
PORT DU PORNIC ,785000,700000,1000000,Signed Lower Right,1890,Oil / Canvas,147,Sotheby's New York,"05/08/2014
                ",sold,55.88,46.99
LE BRAS VIF À CHOISSY,1385000,600000,800000,Signed Lower Right,1911,Oil / Canvas,155,Sotheby's New York,"05/08/2014
                ",sold,54.31,32.39
ROSES DANS UN VASE DE GRÈS,0,700000,1000000,Signed Lower Left,nogiven,Oil / Canvas,175,Sotheby's New York,"05/08/2014
                ",sold,38.1,46.05
LES NÉFLIERS,401000,200000,300000,Signed Lower Right,C1908,Oil / Canvas,191,Sotheby's New York,"05/08/2014
                ",sold,34.29,28.27
PAYSAGE,341000,180000,250000,Signed Lower Right,nogiven,Oil / Canvas,221,Sotheby's New York,"05/08/2014
                ",sold,38.1,27.94
TULIPES,1565000,1500000,2000000,Signed Lower Right,1909,Oil / Canvas,27,Sotheby's New York,"05/07/2014
                ",sold,46.36,55.58
"L'ESCALIER, ALGER",0,2000000,3000000,Signed Lower Left,1882,Oil / Canvas,43,Sotheby's New York,"05/07/2014
                ",sold,45.72,54.61
LA TOILETTE,3525000,4000000,6000000,Signed and Dated,1885,Oil / Canvas,44,Sotheby's New York,"05/07/2014
                ",sold,37.16,51.13
Fleurs,173000,100000,150000,Signed Initials,nogiven,Oil / Canvas,201,"Christie's New York, Rockefeller Center","05/07/2014
                ",sold,21.92,22.56
Harengs et citron,365000,150000,250000,Signed,nogiven,Oil / Canvas,208,"Christie's New York, Rockefeller Center","05/07/2014
                ",sold,41.28,32.39
Femme assis dans un jardin,0,400000,600000,Stamped,1916,Oil / Canvas,350,"Christie's New York, Rockefeller Center","05/07/2014
                ",sold,38.43,29.54
Le sentier dans la forêt,317000,250000,350000,Signed Lower Left,1901-02,Oil / Canvas,359,"Christie's New York, Rockefeller Center","05/07/2014
                ",sold,32.39,19.38
Les deux soeurs,8005000,4000000,6000000,Signed,1890-1895,Oil / Canvas,7,"Christie's New York, Rockefeller Center","05/06/2014
                ",sold,46.36,55.25
Femme à l'ombrelle,2517000,3000000,5000000,Signed and Dated,1873,Oil / Canvas,9,"Christie's New York, Rockefeller Center","05/06/2014
                ",sold,38.43,46.05
Jeunes filles jouant au volant,11365000,10000000,15000000,Signed Lower Right,1887,Oil / Canvas,10,"Christie's New York, Rockefeller Center","05/06/2014
                ",sold,65.1,54.61
Chrysanthèmes,0,3500000,5500000,Signed Lower Right,1876-1880,Oil / Canvas,11,"Christie's New York, Rockefeller Center","05/06/2014
                ",sold,53.98,65.41
Madeleine au corsage blanc et bouquet de fleurs,0,2000000,3000000,Stamped,1915-1919,Oil / Canvas,50,"Christie's New York, Rockefeller Center","05/06/2014
                ",sold,50.5,54.94
Bord de la rivière,189570,61900,92850,Signed Lower Right,1906,Oil / Canvas,19,"Christie's London, King Street","04/16/2014
                ",sold,19.5,16.7
"Esquisse de paysage, Antibes",0,79550,106060,Signed Lower Right,nogiven,Oil / Canvas,41,Claude Aguttes,"03/26/2014
                ",sold,20.2,11.2
Nature morte aux grenades et figues,654280,464030,596610,Signed Lower Left,nogiven,Oil / Canvas,6,Christie's Paris,"03/25/2014
                ",sold,45.3,26.2
Paysage,511100,238640,331450,Stamped,nogiven,Oil / Canvas,9,Christie's Paris,"03/25/2014
                ",sold,42.1,28.0
Trois poissons,61900,23210,30950,Unavailable,nogiven,Oil / Canvas,146,"Christie's London, South Kensington","02/07/2014
                ",sold,17.0,26.5
LES PINS,579540,38690,54160,Unavailable,nogiven,Watercolor / Paper,126,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,20.3,11.9
PAYSAGE À CAGNES,635250,278550,386880,Signed Lower Left,nogiven,Oil / Canvas,218,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,41.3,32.8
"FEMME À LA ROSE, ANDRÉE",319560,232130,309500,Stamped,1919,Oil / Canvas,223,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,29.8,36.5
GEORGETTE CHARPENTIER DEBOUT,161710,185700,278550,Inscribed,1880,Oil / Canvas,231,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,27.1,35.5
NU ASSIS DE DOS,180280,46430,61900,Signed Lower Right,nogiven,Oil / Canvas,267,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,12.4,14.3
NATURE MORTE AUX FUSCHIAS,245280,232130,309500,Unavailable,nogiven,Oil / Panel,380,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,57.2,74.4
ÉTUDE DE NU OU NU ALLONGÉ,430980,61900,92850,Signed Lower Right,nogiven,Pastel / Paper,387,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,60.8,45.8
MAISON SUR LA RIVE,338130,232130,386880,Signed Lower Left,nogiven,Oil / Canvas,394,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,32.0,22.3
LA JARDINIÈRE,73510,61900,92850,Unavailable,nogiven,Oil / Canvas,484,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,26.8,16.8
VESTE DE TORÉADOR,0,92850,123800,Unavailable,1895,Oil / Canvas,485,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,16.0,22.0
ROSES,161710,108330,139280,Signed Lower Right,nogiven,Oil / Canvas,486,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,23.2,17.8
PORTRAIT DE JEUNE FILLE,96720,38690,54160,Stamped,nogiven,Oil / Canvas,487,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,28.6,23.0
L'ENFANT À LA POMME ,635250,386880,541630,Signed Lower Left,nogiven,Oil / Canvas,505,"Sotheby's London, New Bond Street","02/06/2014
                ",sold,32.3,40.5
JEUNE FEMME AU CHAPEAU DE PAILLE,2640810,1857000,2785500,Stamped,1890,Oil / Canvas,88,"Sotheby's London, New Bond Street","02/05/2014
                ",sold,46.0,56.0
ANÉMONES DANS UN VASE VERT,932370,541630,696380,Signed Lower Left,nogiven,Oil / Canvas,420,"Christie's London, King Street","02/05/2014
                ",sold,33.5,40.0
ESQUISSE POUR 'AU JARDIN',106000,77380,108330,Unavailable,1885,Oil / Canvas,451,"Christie's London, King Street","02/05/2014
                ",sold,41.5,33.3
PAYSAGE DE CAGNES,969510,588050,696380,Signed Lower Left,1915,Oil / Canvas,477,"Christie's London, King Street","02/05/2014
                ",sold,56.0,43.0
