Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
Gardeuses de moutons,440000,0,0,Signed,nogiven,Gouache,37,Sotheby's New York,"05/11/1987
                ",sold,45.72,60.96
Paysage aux Arbres,9100,0,0,Stamped,nogiven,Watercolor / Paper,11,"Sotheby's London, New Bond Street","02/25/1987
                ",sold,12.0,20.0
"Paysage a Eragny, temps clair",27000,0,0,Inscribed and Signed,1890,Watercolor and pencil / Paper,25,"Christie's New York, Rockefeller Center","02/12/1987
                ",sold,27.94,22.86
St. Charles,17370,0,0,Signed and Dated,1889,Watercolor and pencil / Paper,405,"Sotheby's London, New Bond Street","12/03/1986
                ",sold,21.0,28.0
Les gardeuses de vaches,347320,0,0,Signed and Dated,1880,Gouache / Linen,407,"Sotheby's London, New Bond Street","12/03/1986
                ",sold,24.0,30.0
Le repos des moissonneurs,727720,0,0,Signed and Dated,1887,Gouache,9,"Sotheby's London, New Bond Street","12/02/1986
                ",sold,65.0,53.0
Gelee blanche a Eragny,11220,0,0,Signed,nogiven,Watercolor / Paper,192,Laurin Guilloux Buffetaud Tailleur,"11/27/1986
                ",sold,20.0,13.0
Landscape,27000,0,0,Signed and Dated,1902,Pastel / Paper,28,Sotheby's New York,"11/19/1986
                ",sold,17.78,15.24
Coucher du soleil,5500,0,0,Signed Initials,1890,Watercolor / Paper,129,Sotheby's New York,"10/08/1986
                ",sold,17.78,12.7
Eragny sur Epte,12540,0,0,Signed,nogiven,Watercolor / Paper,37,Laurin Guilloux Buffetaud Tailleur,"06/27/1986
                ",sold,23.0,15.0
Paysanne appuyee a un arbre,66160,0,0,Signed,nogiven,Pastel / Paper,314,"Christie's London, King Street","06/24/1986
                ",sold,26.0,44.0
Joueur de flute,10000,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,110,"Christie's New York, Rockefeller Center","05/15/1986
                ",sold,10.16,20.32
Retour de l'eglise a Osny,15000,0,0,Signed Initials,nogiven,Watercolor and pencil / Board,101,Sotheby's New York,"05/14/1986
                ",sold,15.24,10.16
Route de Gisors,30600,0,0,Signed and Dated,1888,Watercolor / Paper,312,"Sotheby's London, New Bond Street","03/26/1986
                ",sold,29.0,22.0
Mere et enfant,9500,0,0,Stamped,nogiven,Watercolor / Paper,7,"Christie's New York, Rockefeller Center","02/13/1986
                ",sold,10.16,15.24
Femmes au balcon,4224,0,0,Signed Monogram,nogiven,Watercolor / Paper,123,Blache Versailles,"12/08/1985
                ",sold,14.0,18.0
Femme assise sur un banc,1782,0,0,Stamped,nogiven,Watercolor / Paper,90,Ader Nordmann,"12/04/1985
                ",sold,14.0,10.0
Gardeuses de moutons,231550,0,0,Signed,nogiven,Gouache,8,"Sotheby's London, New Bond Street","12/03/1985
                ",sold,46.0,61.0
"Marche aux legumes, a Pontoise",18500,0,0,Signed Initials,nogiven,Watercolor / Paper,101,Sotheby's New York,"11/14/1985
                ",sold,17.78,22.86
Femme cousant,95000,0,0,Signed and Dated,1881,Gouache / Linen,107,Sotheby's New York,"11/14/1985
                ",sold,20.32,25.4
Pont de L'Arche,15000,0,0,Stamped,nogiven,Watercolor / Paper,103,"Christie's New York, Rockefeller Center","11/13/1985
                ",sold,17.78,20.32
Gardeuse de vache,89310,0,0,Signed and Dated,1882,Gouache,310,"Sotheby's London, New Bond Street","06/26/1985
                ",sold,38.0,46.0
Rouen sous la pluie,19850,0,0,Inscribed and Signed,nogiven,Watercolor / Paper,312,"Sotheby's London, New Bond Street","06/26/1985
                ",sold,28.0,21.0
Etude pour femme se coiffant,6730,0,0,Signed Monogram,nogiven,Watercolor and ink / Paper,6,Ader Nordmann,"06/19/1985
                ",sold,14.0,20.0
Femmes a la barriere,4224,0,0,Signed Initials,nogiven,Watercolor / Paper,63,Laurin Guilloux Buffetaud Tailleur,"06/18/1985
                ",sold,14.0,18.0
"Osny, la fete",5000,0,0,Unavailable,nogiven,Watercolor / Board,113,"Christie's New York, Rockefeller Center","05/16/1985
                ",sold,15.24,17.78
Paysanne,28000,0,0,Signed Initials,nogiven,Pastel / Paper,117,"Christie's New York, Rockefeller Center","05/16/1985
                ",sold,30.48,48.26
Le marche,121000,0,0,Signed,nogiven,Watercolor and pencil / Paper,156,Sotheby's New York,"05/15/1985
                ",sold,22.86,30.48
"Portrait de fils de l'artiste, Ludovic-Rodolphe",38500,0,0,Inscribed and Signed,nogiven,Watercolor / Paper on board,157,Sotheby's New York,"05/15/1985
                ",sold,25.4,30.48
Paysage a Saint-Charles,10000,0,0,Inscribed and Signed,1890,Watercolor / Paper,22,Phillips de Pury & Co. (see Phillips),"05/13/1985
                ",sold,20.32,27.94
Marche de Dieppe,4134,0,0,Stamped,nogiven,Watercolor / Paper,309,"Sotheby's London, New Bond Street","03/27/1985
                ",sold,12.0,17.0
Paysanne aux fagots,18190,0,0,Signed Initials,nogiven,Watercolor / Paper,235,"Christie's London, King Street","03/26/1985
                ",sold,21.0,26.0
Paysanne assise,6070,0,0,Stamped,nogiven,Watercolor / Paper,4,Guy Loudmer,"03/22/1985
                ",sold,18.0,15.0
La foire de Gisors,179520,0,0,Signed and Dated,1889,Gouache,57,Renaud,"03/08/1985
                ",sold,24.0,30.0
Etudes des maisons et des paysans,2977,0,0,Stamped,nogiven,Watercolor / Paper,310,"Sotheby's London, New Bond Street","12/05/1984
                ",sold,20.0,18.0
"Ladbroak road, London",9900,0,0,Stamped,nogiven,Watercolor / Paper,61,Guy Loudmer,"11/29/1984
                ",sold,12.0,17.0
Scene de Rue,16000,0,0,Signed Initials,nogiven,Watercolor / Paper,203,"Christie's New York, Rockefeller Center","11/14/1984
                ",sold,33.02,60.96
Le champ de choux,11000,0,0,Stamped,nogiven,Watercolor / Paper,210,"Christie's New York, Rockefeller Center","11/14/1984
                ",sold,17.78,22.86
Femme cousant,10250,0,0,Signed Initials,nogiven,Watercolor / Paper,302,"Sotheby's London, New Bond Street","06/27/1984
                ",sold,18.0,28.0
Paysage d'Eragny,31420,0,0,Inscribed and Signed,nogiven,Watercolor and pencil / Paper,313,"Sotheby's London, New Bond Street","06/27/1984
                ",sold,28.0,22.0
"Marche a Pontoise, Boulevard des Fosses",124040,0,0,Signed and Dated,1881,Gouache,8,"Sotheby's London, New Bond Street","06/26/1984
                ",sold,19.0,25.0
La jeune fille aux poulets,15710,0,0,Signed Initials,nogiven,Watercolor / Paper,111,"Christie's London, King Street","06/26/1984
                ",sold,20.0,25.0
Faneuse D'Eragny,19000,0,0,Stamped,nogiven,Watercolor / Paper,107,"Christie's New York, Rockefeller Center","05/17/1984
                ",sold,22.86,30.48
Head of woman,11500,0,0,Signed,nogiven,Pastel / Paper on board,32,Sotheby's New York,"04/19/1984
                ",sold,22.86,30.48
Aysane et vaches au bord de l'eau,6620,0,0,Stamped,nogiven,Watercolor / Paper,304,"Sotheby's London, New Bond Street","03/28/1984
                ",sold,23.0,12.0
Paysage a l'aube,1729,0,0,Signed Monogram,nogiven,Watercolor / Paper,26,Cornette De Saint Cyr,"03/23/1984
                ",sold,20.0,11.0
Femme tenant un bol,10750,0,0,Stamped,nogiven,Watercolor and pencil / Paper,302,"Sotheby's London, New Bond Street","12/07/1983
                ",sold,21.0,28.0
Port de Rouen,33000,0,0,Signed and Dated,1885,Gouache,315,Sotheby's New York,"11/17/1983
                ",sold,40.64,73.66
Coucher de soleil,7940,0,0,Stamped,nogiven,Watercolor and pencil / Paper,103,"Sotheby's London, New Bond Street","06/29/1983
                ",sold,20.0,16.0
Baigneuse mettant ses bas,4961,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,101,"Christie's London, King Street","06/28/1983
                ",sold,18.0,14.0
"Femme assise dans un parc, Angleterre",11350,0,0,Unavailable,nogiven,Watercolor / Paper,30,Laurin Guilloux Buffetaud Tailleur,"06/23/1983
                ",sold,22.0,28.0
Landscape with village,550,0,0,Stamped,nogiven,Watercolor / Paper,76,Sotheby's New York,"06/22/1983
                ",sold,22.86,15.24
Les voiliers,1386,0,0,Signed Monogram,nogiven,Watercolor and pencil / Paper,158,Martin & Chausselat,"06/19/1983
                ",sold,17.0,12.0
Femme cassant du bois,120000,0,0,Stamped,nogiven,Gouache,207,Sotheby's New York,"05/19/1983
                ",sold,46.0,59.0
Paysage aux peupliers,2376,0,0,Signed,nogiven,Gouache,21,"Champin, Lombrail & Gautier","04/17/1983
                ",sold,32.0,27.0
Brume matinale; Tete d'ane,2112,0,0,Unavailable,nogiven,Watercolor / Paper,24,Laurin Guilloux Buffetaud Tailleur,"03/17/1983
                ",sold,20.0,11.0
Faneur et faneuse,2508,0,0,Signed Initials,nogiven,Watercolor / Paper,120,Massart,"02/20/1983
                ",sold,17.0,12.0
Paysage d'Eragny,6280,0,0,Inscribed and Signed,1888,Watercolor and pencil / Paper,111,"Christie's London, King Street","11/30/1982
                ",sold,17.0,12.0
L'Eglise a Gisors,9590,0,0,Inscribed and Signed,1886,Watercolor and pencil / Paper,112,"Christie's London, King Street","11/30/1982
                ",sold,28.0,21.0
Landscape with haystack,2500,0,0,Stamped,nogiven,Watercolor and pencil / Paper,201,Sotheby's New York,"11/05/1982
                ",sold,15.24,10.16
Femme cousant,46000,0,0,Signed and Dated,1881,Gouache,306,"Christie's New York, Rockefeller Center","11/05/1982
                ",sold,20.32,25.4
Portrait of artist's son,25000,0,0,Inscribed and Signed,nogiven,Watercolor / Paper,36,Sotheby's New York,"11/04/1982
                ",sold,22.86,30.48
Marche St. Honore,45000,0,0,Signed and Dated,1889,Watercolor / Paper,50,Doyle New York,"09/22/1982
                ",sold,20.32,27.94
Harvesters,40000,0,0,Signed and Dated,1886,Gouache,21,Sotheby's New York,"05/20/1982
                ",sold,27.94,58.42
"Paysage, Eragny",17370,0,0,Signed Initials,nogiven,Watercolor / Paper on board,154,"Sotheby's London, New Bond Street","03/31/1982
                ",sold,64.0,31.0
Les cordonniers,59540,0,0,Signed,nogiven,Pastel / Paper on board,159,"Sotheby's London, New Bond Street","03/31/1982
                ",sold,46.0,61.0
La porteuse de seaux,2904,0,0,Signed Initials,nogiven,Watercolor / Paper,43,Ader Nordmann,"03/25/1982
                ",sold,16.0,20.0
